candidate_id,source_a,raw_name_a,source_b,raw_name_b,sport,league,country,confidence,reason,sample_event_count,example_events,suggested_alias_key,risk_flags,human_decision,reviewer_notes
MRQ-10618,oddsportal,Tre Fiori,pinnacle_arcadia,SP Tre Fiori,,,,0.8426,jw_below_accept,3,tre fiori vs larne @ source_event=1632234842,SP Tre Fiori,weak_similarity|city_club_ambiguity,approve,"[MRQ-10618,MRQ-16159,MRQ-30476] UCL qualifying; 3 rows v Larne opponent JW 1.0 delta 0; unique San Marino club name"
MRQ-12690,oddsportal,CS Petrocub,pinnacle_arcadia,Petrocub,,,,0.9091,jw_below_accept,3,cs petrocub vs egnatia rrogozhine @ source_event=1632260398,CS Petrocub,city_club_ambiguity,approve,"[MRQ-12690,MRQ-35759,MRQ-76517] UCL qualifying; 3 fixtures (v Egnatia, Borac Banja Luka) opponent JW 1.0 delta 0; bare 'petrocub' sole user (Hincesti)"
MRQ-68140,oddsportal,NK Celje,pinnacle_arcadia,Celje,,,,0.8750,jw_below_accept,2,nk celje vs egnatia rrogozhine @ source_event=1632744254,NK Celje,weak_similarity|city_club_ambiguity,approve,"[MRQ-68140,MRQ-89337] UCL qualifying; 2 fixtures (v Egnatia, Ararat-Armenia) opponent JW 1.0 delta 0; bare 'celje' sole user"
MRQ-68141,oddsportal,SK Sturm Graz,pinnacle_arcadia,Sturm Graz,,,,0.8558,jw_below_accept,1,hearts vs sk sturm graz @ source_event=1632735162,SK Sturm Graz,weak_similarity|city_club_ambiguity,approve,"[MRQ-68141] UCL qualifying; v Hearts JW 1.0 delta 0; same club, SK prefix variance"
MRQ-10621,oddsportal,Vardar Skopje,pinnacle_arcadia,Vardar,,,,0.8923,jw_below_accept,3,vardar skopje vs kups @ source_event=1632193093,Vardar Skopje,weak_similarity|city_club_ambiguity,approve,"[MRQ-10621,MRQ-30477,MRQ-68137] UCL qualifying; 3 rows (v KuPS, Riga) opponent JW 1.0 delta 0; bare 'vardar' sole user - Vardar Negotino always carries city"
MRQ-2772,oddsportal,Cracovia,pinnacle_arcadia,Cracovia Krakow,,,,0.9067,jw_below_accept,1,cracovia vs pafos @ source_event=1632234853,Cracovia Krakow,city_club_ambiguity,approve,"[MRQ-2772] Club friendly; v Pafos JW 1.0, delta 180min < 360 accept bound; MKS Cracovia, sole user"
MRQ-12,oddsportal,Bray,pinnacle_arcadia,Bray Wanderers A.F.C.,,,,0.8400,jw_below_accept,1,bray vs athlone @ source_event=1632022558,Bray Wanderers A.F.C.,weak_similarity|city_club_ambiguity,approve,[MRQ-12] LOI Division 1; both-sides-near row (opponent Athlone 0.888) but delta 0 and both sides sole-user Irish clubs; cross-anchored with the Athlone pair from the same fixture
MRQ-12b,oddsportal,Athlone,pinnacle_arcadia,Athlone Town F.C.,,,,0.8400,jw_below_accept,1,bray vs athlone @ source_event=1632022558,Athlone Town F.C.,weak_similarity|city_club_ambiguity,approve,"[MRQ-12b] LOI Division 1; home side of MRQ-12 (evidence_json athlone->athlone town f c JW 0.888, delta 0); Athlone Town AFC sole 'athlone' user"
MRQ-8380,oddsportal,Fram,pinnacle_arcadia,Fram Reykjavik,,,,0.8571,jw_below_accept,1,keflavik vs fram @ source_event=1632083912,Fram Reykjavik,weak_similarity|city_club_ambiguity,approve,[MRQ-8380] Besta deild; v Keflavik JW 1.0 delta 0; Fram is a unique Icelandic club name
MRQ-269,oddsportal,Hviti,pinnacle_arcadia,Hviti Riddarinn,,,,0.8667,jw_below_accept,1,hviti vs dalvik reynir @ source_event=1632154741,Hviti Riddarinn,weak_similarity|city_club_ambiguity,approve,[MRQ-269] Iceland Div 2; v Dalvik/Reynir JW 1.0 delta 0; unique club name
MRQ-6,oddsportal,Hafnarfjordur,pinnacle_arcadia,FH Hafnarfjordur,,,,0.8478,jw_below_accept,1,hafnarfjordur vs stjarnan @ source_event=1632018156,FH Hafnarfjordur,weak_similarity|city_club_ambiguity,approve,[MRQ-6] Besta deild; v Stjarnan JW 1.0 delta 0; bare town form is the OddsPortal convention for FH; Haukar are always listed 'Haukar'
MRQ-1335,oddsportal,Maardu,pinnacle_arcadia,Maardu Linnameeskond,,,,0.8600,jw_below_accept,1,tallinna kalev vs maardu @ source_event=1632154993,Maardu Linnameeskond,weak_similarity|city_club_ambiguity,approve,[MRQ-1335] Esiliiga; v Tallinna Kalev JW 1.0 delta 0; sole Maardu club
MRQ-17408,oddsportal,Derry,pinnacle_arcadia,Derry City F.C.,,,,0.8714,jw_below_accept,3,cska sofia vs derry @ source_event=1631983746,Derry City F.C.,weak_similarity|city_club_ambiguity,approve,"[MRQ-17408,MRQ-39278,MRQ-76526] UEL/UECL qualifying; 3 fixtures (v CSKA Sofia, HNK Rijeka) opponent JW 1.0 delta 0; bare 'derry' sole user"
MRQ-76519,oddsportal,PAOK Salonika,pinnacle_arcadia,PAOK,,,,0.8615,jw_below_accept,1,paok salonika vs dynamo kyiv @ source_event=1632820924,PAOK Salonika,weak_similarity|city_club_ambiguity,approve,[MRQ-76519] UEL qualifying; v Dynamo Kyiv JW 1.0 delta 0; bare 'PAOK' sole user (Thessaloniki)
MRQ-17407,oddsportal,Sheriff,pinnacle_arcadia,Sheriff Tiraspol,,,,0.8875,jw_below_accept,2,sheriff vs aluminij @ source_event=1632334624,Sheriff Tiraspol,weak_similarity|city_club_ambiguity,approve,"[MRQ-17407,MRQ-76516] UEL qualifying; 2 fixtures (v Aluminij, Maccabi Tel Aviv side) opponent JW 1.0 delta 0; sole user"
MRQ-23758,oddsportal,Galway,pinnacle_arcadia,Galway United F.C.,,,,0.8706,jw_below_accept,2,galway vs sligo rovers @ source_event=1632299641,Galway United F.C.,weak_similarity|city_club_ambiguity,approve,"[MRQ-23758,MRQ-14] Irish Premier; 2 fixtures v Sligo Rovers opponent JW 1.0 delta 0; bare 'galway' sole senior club"
MRQ-8354,oddsportal,Guangzhou Dandelion,pinnacle_arcadia,Guangzhou Dandelion Alpha,,,,0.9520,token_sort_below_accept,1,guangzhou dandelion vs guangdong mingtu @ source_event=1632165918,Guangzhou Dandelion Alpha,city_club_ambiguity,approve,[MRQ-8354] China League Two; v Guangdong Mingtu JW 1.0 delta 0; sponsor-suffix variance of one club
MRQ-8356,oddsportal,Nantong Haimen,pinnacle_arcadia,Nantong Haimen Codion,,,,0.9333,token_sort_below_accept,1,nantong haimen vs dalian kewei @ source_event=1632165921,Nantong Haimen Codion,city_club_ambiguity,approve,[MRQ-8356] China League Two; v Dalian Kewei JW 1.0 delta 0; sponsor-suffix variance of one club
MRQ-7773,oddsportal,Shanxi Chongde Ronghai,pinnacle_arcadia,Xi'an Chongde Ronghai,,,,0.8705,jw_below_accept,1,shanxi chongde ronghai vs shanghai segenda @ source_event=1632193019,Xi'an Chongde Ronghai,weak_similarity,approve,[MRQ-7773] China League Two; v Shanghai Segenda JW 1.0 delta 0; unique 'Chongde Ronghai' sponsor string - sources disagree on city label
MRQ-8254,oddsportal,Wenzhou Professional,pinnacle_arcadia,Wenzhou,,,,0.8700,jw_below_accept,1,hangzhou linping wuyue vs wenzhou professional @ source_event=1632196671,Wenzhou Professional,weak_similarity|city_club_ambiguity,approve,"[MRQ-8254] China League One; v Hangzhou Linping Wuyue JW 1.0 delta 0; sole professional Wenzhou club, bare form is Pinnacle's own"
MRQ-4720,oddsportal,Zhejiang Professional,pinnacle_arcadia,Zhejiang,,,,0.8762,jw_below_accept,1,shanghai shenhua vs zhejiang professional @ source_event=1632183730,Zhejiang Professional,weak_similarity|city_club_ambiguity,approve,"[MRQ-4720] CSL; v Shanghai Shenhua JW 1.0 delta 0; sole CSL Zhejiang club, bare form is Pinnacle's own"
MRQ-4722,oddsportal,Dep. Cuenca,pinnacle_arcadia,Deportivo Cuenca,,,,0.9125,jw_below_accept,1,barcelona vs dep cuenca @ source_event=1631977086,Deportivo Cuenca,,approve,[MRQ-4722] Ecuador Liga Pro; v Barcelona SC JW 1.0 delta 0; abbreviation expansion
MRQ-8146,oddsportal,Villa Nova MG,pinnacle_arcadia,Villa Nova,,,,0.9538,token_sort_below_accept,1,villa nova mg vs aymores @ source_event=1632180771,Villa Nova MG,city_club_ambiguity,approve,[MRQ-8146] Mineiro 2; v Aymores JW 1.0 delta 0; bare 'villa nova' sole Brazilian user (Villa Nova AC)
MRQ-4461,oddsportal,Sydney Utd,pinnacle_arcadia,Sydney United,,,,0.9538,token_sort_below_accept,1,blacktown city vs sydney utd @ source_event=1632193000,Sydney United,,approve,"[MRQ-4461] NPL NSW; v Blacktown City JW 1.0 delta 0; Sydney United 58 FC, Utd/United variance"
MRQ-3352,oddsportal,Launceston United,pinnacle_arcadia,Launceston United Soccer,,,,0.9417,token_sort_below_accept,1,launceston city vs launceston united @ source_event=1632164419,Launceston United Soccer,city_club_ambiguity,approve,[MRQ-3352] NPL Tasmania; v Launceston City JW 1.0 delta 0; suffix variance of one club - Launceston City base untouched
MRQ-3631,oddsportal,Hills United,pinnacle_arcadia,Hills United Brumbies,,,,0.9143,jw_below_accept,1,hills united vs northern tigers @ source_event=1632207678,Hills United Brumbies,city_club_ambiguity,approve,[MRQ-3631] NSW League One; v Northern Tigers JW 1.0 delta 0; nickname-suffix variance of one club
MRQ-26958,oddsportal,KFUM,pinnacle_arcadia,KFUM Oslo,,,,0.8889,jw_below_accept,1,kfum vs bodo glimt @ source_event=1632196678,KFUM Oslo,weak_similarity|city_club_ambiguity,approve,[MRQ-26958] Eliteserien; v Bodo/Glimt JW 1.0 delta 0; sole bare-KFUM in capture (KFUM Roskilde always carries city)
MRQ-26961,oddsportal,Sarpsborg,pinnacle_arcadia,Sarpsborg 08,,,,0.9500,token_sort_below_accept,1,sarpsborg vs viking @ source_event=1632203071,Sarpsborg 08 FF,city_club_ambiguity,approve,[MRQ-26961] Eliteserien; v Viking JW 1.0 delta 0; '08' suffix variance (not a reserve ordinal)
MRQ-26960,oddsportal,SK Brann,pinnacle_arcadia,Brann,,,,0.8750,jw_below_accept,2,sk brann vs start @ source_event=1632196740,SK Brann,weak_similarity|city_club_ambiguity,approve,"[MRQ-26960,MRQ-76518] Eliteserien/UECL; 2 fixtures (v Start, Universitatea Cluj) opponent JW 1.0 delta 0; bare 'brann' sole user"
MRQ-13,oddsportal,Drogheda,pinnacle_arcadia,Drogheda United F.C.,,,,0.8842,jw_below_accept,1,drogheda vs bohemians @ source_event=1632130716,Drogheda United,weak_similarity|city_club_ambiguity,approve,[MRQ-13] LOI Premier; v Bohemians JW 1.0 delta 0; adds the dotted F.C. arcadia form to the EXISTING Drogheda United group (bare 'drogheda' already seeded)
MRQ-1340,oddsportal,Khangarid,pinnacle_arcadia,Khangarid Klub,,,,0.9286,token_sort_below_accept,1,khangarid vs ulaanbaatar @ source_event=1632173204,Khangarid Klub,city_club_ambiguity,approve,[MRQ-1340] Mongolia Premier; v FC Ulaanbaatar JW 1.0 delta 0; suffix variance of one club
MRQ-15,oddsportal,Zhenis,pinnacle_arcadia,Zhenys,,,,0.9333,token_sort_below_accept,1,astana vs zhenis @ source_event=1632154921,Zhenis,,approve,[MRQ-15] Kazakhstan Premier; v Astana JW 1.0 delta 0; transliteration variance (FC Zhenis Astana)
MRQ-3229,oddsportal,Brown Adrogue,pinnacle_arcadia,Brown de Adrogue,,,,0.9087,jw_below_accept,1,deportivo armenio vs brown adrogue @ source_event=1632234858,Brown de Adrogue,city_club_ambiguity,approve,[MRQ-3229] Primera B; v Deportivo Armenio JW 1.0 delta 0; particle variance of CA Brown de Adrogue
MRQ-8365,oddsportal,Talleres R.E.,pinnacle_arcadia,Talleres de Remedios,,,,0.9033,jw_below_accept,1,argentino de quilmes vs talleres r e @ source_event=1632241557,Talleres de Remedios,,approve,[MRQ-8365] Primera B; v Argentino de Quilmes JW 1.0 delta 0; R.E. = Remedios de Escalada; keeps Talleres de Cordoba distinct
MRQ-8369,oddsportal,Juventud Unida S.M.,pinnacle_arcadia,Juventud Unida San Miguel,,,,0.9440,token_sort_below_accept,1,sacachispas vs juventud unida s m @ source_event=1632205941,Juventud Unida San Miguel,,approve,[MRQ-8369] Primera C; v Sacachispas JW 1.0 delta 0; S.M. = San Miguel abbreviation
MRQ-8368,oddsportal,Victoriano A.,pinnacle_arcadia,Victoriano Arenas,,,,0.9412,token_sort_below_accept,1,victoriano a vs deportivo paraguayo @ source_event=1632202640,Victoriano Arenas,,approve,[MRQ-8368] Primera C; v Deportivo Paraguayo JW 1.0 delta 0; abbreviation expansion
MRQ-526,oddsportal,A. Guemes,pinnacle_arcadia,Guemes,,,,0.9167,jw_below_accept,1,nueva chicago vs a guemes @ source_event=1632128208,Guemes,city_club_ambiguity,approve,[MRQ-526] Primera Nacional; v Nueva Chicago JW 1.0 delta 0; CA Guemes (SdE) - sole bare-Guemes club in Argentine pro football
MRQ-4455,oddsportal,Central Norte,pinnacle_arcadia,Central Norte Salta,,,,0.9368,token_sort_below_accept,1,central norte vs san miguel @ source_event=1632130641,Central Norte Salta,city_club_ambiguity,approve,[MRQ-4455] Primera Nacional; v San Miguel JW 1.0 delta 0; sole Central Norte club (Salta)
MRQ-8490,oddsportal,Argentino MM,pinnacle_arcadia,Argentino Monte Maiz,,,,0.9200,token_sort_below_accept,1,cipolletti vs argentino mm @ source_event=1632207444,Argentino Monte Maiz,,approve,[MRQ-8490] Torneo Federal; v Cipolletti JW 1.0 delta 0; MM = Monte Maiz abbreviation
MRQ-8376,oddsportal,Gimnasia E.R.,pinnacle_arcadia,Gimnasia y Esgrima de Concepcion,,,,0.8583,jw_below_accept,1,gimnasia e r vs 9 de julio rafaela @ source_event=1632207725,Gimnasia y Esgrima de Concepcion,weak_similarity,approve,[MRQ-8376] Torneo Federal; v 9 de Julio Rafaela JW 1.0 delta 0; E.R. = Entre Rios (Concepcion del Uruguay club); other Gimnasias keep distinct bases
MRQ-24884,oddsportal,Abroath,pinnacle_arcadia,Arbroath,,,,0.9196,jw_below_accept,1,spartans vs abroath @ source_event=1632330741,Arbroath,,approve,[MRQ-24884] Scottish League Cup; v Spartans JW 1.0 delta 0; scrape-side typo of Arbroath
MRQ-24880,oddsportal,Airdrie,pinnacle_arcadia,Airdrieonians,,,,0.9077,jw_below_accept,1,dundee vs airdrie @ source_event=1632330738,Airdrieonians,,approve,[MRQ-24880] Scottish League Cup; v Dundee JW 1.0 delta 0; standard short form of Airdrieonians
MRQ-24886,oddsportal,Dundee Utd,pinnacle_arcadia,Dundee United,,,,0.9538,token_sort_below_accept,2,stirling albion vs dundee utd @ source_event=1632332828,Dundee United,,approve,"[MRQ-24886,MRQ-82380] Scottish League Cup; 2 fixtures (v Stirling Albion, Rangers) opponent JW 1.0 delta 0; bare 'dundee' (FC) base stays distinct"
MRQ-24882,oddsportal,Hamilton,pinnacle_arcadia,Hamilton Academical,,,,0.8842,jw_below_accept,1,peterhead vs hamilton @ source_event=1632332797,Hamilton Academical,weak_similarity|city_club_ambiguity,approve,[MRQ-24882] Scottish League Cup; v Peterhead JW 1.0 delta 0; sole bare-'hamilton' user in football listings (Hamilton Olympic NSW always suffixed; CFL is cross-namespace)
MRQ-24881,oddsportal,Inverness,pinnacle_arcadia,Inverness CT,,,,0.9500,token_sort_below_accept,1,inverness vs east fife @ source_event=1632328029,Inverness CT,city_club_ambiguity,approve,[MRQ-24881] Scottish League Cup; v East Fife JW 1.0 delta 0; sole bare user (Caledonian Thistle)
MRQ-24883,oddsportal,Queen of South,pinnacle_arcadia,Queen of the South,,,,0.9198,jw_below_accept,1,queen of south vs kelty hearts @ source_event=1632332798,Queen of the South,city_club_ambiguity,approve,[MRQ-24883] Scottish League Cup; v Kelty Hearts JW 1.0 delta 0; article variance of one club
MRQ-8379,oddsportal,Miramar,pinnacle_arcadia,Miramar Misiones,,,,0.8875,jw_below_accept,1,miramar vs atenas @ source_event=1632212113,Miramar Misiones,weak_similarity|city_club_ambiguity,approve,[MRQ-8379] Uruguay Segunda; v Atenas JW 1.0 delta 0; sole bare-'miramar' club in capture
MRQ-8148,oddsportal,Floresta EC,pinnacle_arcadia,Floresta,,,,0.9455,token_sort_below_accept,1,guarani vs floresta ec @ source_event=1632212020,Floresta EC,city_club_ambiguity,approve,"[MRQ-8148] Serie C; v Guarani JW 1.0 delta 0; bare 'floresta' sole user (Floresta EC, Ceara)"
MRQ-8149,oddsportal,Piracicaba,pinnacle_arcadia,XV de Piracicaba,,,,0.8750,jw_below_accept,1,cianorte vs piracicaba @ source_event=1632219545,XV de Piracicaba,weak_similarity|city_club_ambiguity,approve,"[MRQ-8149] Serie D; v Cianorte JW 1.0 delta 0; bare city form is the OddsPortal convention for XV de Piracicaba, sole user"
MRQ-8151,oddsportal,Treze PB,pinnacle_arcadia,Treze,,,,0.9250,token_sort_below_accept,1,crac vs treze pb @ source_event=1632244261,Treze,city_club_ambiguity,approve,[MRQ-8151] Serie D; v CRAC JW 1.0 delta 0; bare 'treze' sole user (Campina Grande)
MRQ-5,oddsportal,Dep. Santo Domingo,pinnacle_arcadia,Deportivo Santo Domingo,,,,0.8499,jw_below_accept,1,dep santo domingo vs independiente juniors @ source_event=1632253356,Deportivo Santo Domingo,weak_similarity,approve,[MRQ-5] Ecuador Serie B; v Independiente Juniors JW 1.0 delta 0; abbreviation expansion
MRQ-76530,oddsportal,Dinamo Tirana,pinnacle_arcadia,Dinamo City,,,,0.8799,jw_below_accept,1,dinamo tirana vs aluminij @ source_event=1632800161,Dinamo City,weak_similarity,approve,"[MRQ-76530] UECL qualifying; v Aluminij JW 1.0 delta 0; FK Dinamo Tirana officially renamed Dinamo City (2024) - same club, source lag"
MRQ-12707,oddsportal,03 Differdange,pinnacle_arcadia,Differdange,,,,0.9286,token_sort_below_accept,1,03 differdange vs ilves @ source_event=1632231638,03 Differdange,city_club_ambiguity,approve,[MRQ-12707] UECL qualifying; v Ilves JW 1.0 delta 0; bare 'differdange' sole user (FC Differdange 03)
MRQ-68138,oddsportal,CSKA 1948 Sofia,pinnacle_arcadia,CSKA 1948,,,,0.9200,token_sort_below_accept,1,cska 1948 sofia vs spartak trnava @ source_event=1632709950,CSKA 1948 Sofia,city_club_ambiguity,approve,[MRQ-68138] UECL qualifying; v Spartak Trnava JW 1.0 delta 0; CSKA Sofia (the other club) keeps its distinct base
MRQ-76539,oddsportal,Debrecen,pinnacle_arcadia,Debreceni VSC,,,,0.9231,token_sort_below_accept,1,pyunik vs debrecen @ source_event=1632800169,Debreceni VSC,,approve,[MRQ-76539] UECL qualifying; v Pyunik JW 1.0 delta 0; sole bare user
MRQ-19819,oddsportal,Hegelmann Litauen,pinnacle_arcadia,Hegelmann,,,,0.9059,jw_below_accept,2,hegelmann litauen vs paide linnameeskond @ source_event=1632139539,Hegelmann Litauen,city_club_ambiguity,approve,"[MRQ-19819,MRQ-51761] UECL qualifying; 2 rows v Paide Linnameeskond opponent JW 1.0 delta 0; unique sponsor name"
MRQ-76522,oddsportal,Katowice,pinnacle_arcadia,GKS Katowice,,,,0.8889,jw_below_accept,1,katowice vs zilina @ source_event=1632800164,GKS Katowice,weak_similarity|city_club_ambiguity,approve,[MRQ-76522] UECL qualifying; v Zilina JW 1.0 delta 0; sole active bare-'katowice' user
MRQ-73917,oddsportal,KF Dukagjini,pinnacle_arcadia,Dukagjini,,,,0.8611,jw_below_accept,1,kf dukagjini vs lugano @ source_event=1632772501,KF Dukagjini,weak_similarity|city_club_ambiguity,approve,[MRQ-73917] UECL qualifying; v Lugano JW 1.0 delta 0; sole user (Klina)
MRQ-10423,oddsportal,La Fiorita,pinnacle_arcadia,SP La Fiorita,,,,0.8731,jw_below_accept,3,una strassen vs la fiorita @ source_event=1632096319,SP La Fiorita,weak_similarity|city_club_ambiguity,approve,"[MRQ-10423,MRQ-16290,MRQ-30479] UECL qualifying; 3 rows v Una Strassen opponent JW 1.0 delta 0; unique San Marino club"
MRQ-76521,oddsportal,Ludogorets,pinnacle_arcadia,Ludogorets Razgrad,,,,0.9111,jw_below_accept,1,ludogorets vs hapoel tel aviv @ source_event=1632799977,Ludogorets Razgrad,city_club_ambiguity,approve,[MRQ-76521] UECL qualifying; v Hapoel Tel Aviv JW 1.0 delta 0; sole user
MRQ-51763,oddsportal,Milsami Ursidos,pinnacle_arcadia,Milsami,,,,0.8933,jw_below_accept,1,milsami ursidos vs velez mostar @ source_event=1632409453,Milsami Ursidos,weak_similarity|city_club_ambiguity,approve,[MRQ-51763] UECL qualifying; v Velez Mostar JW 1.0 delta 0; bare 'milsami' sole user (Orhei)
MRQ-73903,oddsportal,Polissya,pinnacle_arcadia,Polissya Zhytomyr,,,,0.8941,jw_below_accept,1,copenhagen vs polissya @ source_event=1632750455,Polissya Zhytomyr,weak_similarity|city_club_ambiguity,approve,[MRQ-73903] UECL qualifying; v Copenhagen JW 1.0 delta 0; sole user
MRQ-76544,oddsportal,Rakow,pinnacle_arcadia,Rakow Czestochowa,,,,0.8588,jw_below_accept,1,valletta vs rakow @ source_event=1632800062,Rakow Czestochowa,weak_similarity|city_club_ambiguity,approve,[MRQ-76544] UECL qualifying; v Valletta JW 1.0 delta 0; sole user
MRQ-21872,oddsportal,Sileks,pinnacle_arcadia,Sileks Kratovo,,,,0.8857,jw_below_accept,2,dinamo minsk vs sileks @ source_event=1632284182,Sileks Kratovo,weak_similarity|city_club_ambiguity,approve,"[MRQ-21872,MRQ-51766] UECL qualifying; 2 rows v Dinamo Minsk opponent JW 1.0 delta 0; sole user"
MRQ-76529,oddsportal,Valur,pinnacle_arcadia,Valur Reykjavik,,,,0.8667,jw_below_accept,1,zrinjski vs valur @ source_event=1632800163,Valur Reykjavik,weak_similarity|city_club_ambiguity,approve,[MRQ-76529] UECL qualifying; both-sides-near row (Zrinjski 0.907) delta 0; Valur is a unique club name; cross-anchored with the Zrinjski pair
MRQ-76529b,oddsportal,Zrinjski,pinnacle_arcadia,Zrinjski Mostar,,,,0.8667,jw_below_accept,1,zrinjski vs valur @ source_event=1632800163,Zrinjski Mostar,weak_similarity|city_club_ambiguity,approve,"[MRQ-76529b] UECL qualifying; home side of MRQ-76529 (zrinjski->zrinjski mostar JW 0.907, delta 0); HSK Zrinjski Mostar sole user"
MRQ-12689,oddsportal,Zira IK,pinnacle_arcadia,Zira,,,,0.9143,jw_below_accept,3,zira ik vs torpedo kutaisi @ source_event=1632110378,Zira IK,city_club_ambiguity,approve,"[MRQ-12689,MRQ-51762,MRQ-76524] UECL qualifying; 3 rows (v Torpedo Kutaisi, Paide) opponent JW 1.0 delta 0; sole user (Azerbaijan)"
MRQ-17,oddsportal,Dziugas Telsiai,pinnacle_arcadia,Dziugas,,,,0.8933,jw_below_accept,1,dziugas telsiai vs kauno zalgiris @ source_event=1632154978,Dziugas Telsiai,weak_similarity|city_club_ambiguity,approve,[MRQ-17] Lithuania TOPLYGA; v Kauno Zalgiris JW 1.0 delta 0; sole user
MRQ-2866,oddsportal,Arsenal Dzerzhinsk,pinnacle_arcadia,Arsenal Dzyarzhynsk,,,,0.9462,token_sort_below_accept,1,neman grodno vs arsenal dzerzhinsk @ source_event=1632173254,Arsenal Dzyarzhynsk,,approve,[MRQ-2866] Belarus Vysshaya; v Neman Grodno JW 1.0 delta 0; transliteration variance of one club
MRQ-3636,oddsportal,Curtin Univ,pinnacle_arcadia,Curtin University,,,,0.9294,token_sort_below_accept,1,curtin univ vs cockburn city @ source_event=1632207677,Curtin University,,approve,[MRQ-3636] WA State League; v Cockburn City JW 1.0 delta 0; abbreviation expansion
MRQ-3637,oddsportal,Inglewood Utd,pinnacle_arcadia,Inglewood United,,,,0.9625,token_sort_below_accept,1,inglewood utd vs subiaco @ source_event=1632269749,Inglewood United,,approve,[MRQ-3637] WA State League; v Subiaco JW 1.0 delta 0; Utd/United variance
